process_end_time,final_mes_time,OV,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,batch_id,batch_OV_std,is_anomaly
2016-09-14 13:44:00,2016-10-31 11:55:00,204.5569,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.4,1.23,591.95,0.65,0.15,0.08,46.4,5.8,12.25,0.94,23.8,139.99,0.55,45.08,0.19,1.57,3.87,2.98,0.5,0.15,0.59,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,12,41.03734797205792,0
2016-09-14 13:44:00,2016-10-31 12:18:00,126.3918,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,19.92,1.06,741.87,0.6,0.13,0.06,17.4,7.45,2.45,0.85,18.71,60.79,0.5,37.45,1.39,1.35,4.88,1.88,0.45,0.09,0.45,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,12,41.03734797205792,0
2016-09-14 13:44:00,2016-10-31 13:29:00,211.6212,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.4,1.23,591.95,0.65,0.15,0.08,46.4,5.8,12.25,0.94,23.8,139.99,0.55,45.08,0.19,1.57,3.87,2.98,0.5,0.15,0.59,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,12,41.03734797205792,0
2016-09-14 13:44:00,2016-10-31 16:00:00,113.7399,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,19.92,1.06,741.87,0.6,0.13,0.06,17.4,7.45,2.45,0.85,18.71,60.79,0.5,37.45,1.39,1.35,4.88,1.88,0.45,0.09,0.45,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,12,41.03734797205792,0
2016-09-14 13:44:00,2016-10-31 19:53:00,196.5427,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.4,1.23,591.95,0.65,0.15,0.08,46.4,5.8,12.25,0.94,23.8,139.99,0.55,45.08,0.19,1.57,3.87,2.98,0.5,0.15,0.59,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,12,41.03734797205792,0
2016-09-14 17:29:00,2016-10-28 22:36:00,128.1415,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-29 02:03:00,205.4356,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-29 05:22:00,131.4579,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-29 08:30:00,192.0409,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-29 12:53:00,123.8637,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-29 16:49:00,186.4168,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-29 20:17:00,110.6956,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-30 03:27:00,191.998,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-30 06:53:00,117.5809,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-30 10:35:00,187.0665,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-30 14:02:00,110.3807,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-30 17:47:00,203.2195,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-30 21:22:00,105.8132,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-31 00:29:00,190.7249,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-31 03:36:00,116.2916,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-31 06:43:00,205.3674,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-10-31 22:44:00,249.5365,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-01 03:30:00,180.9123,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-01 06:59:00,230.6399,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-01 10:29:00,170.1321,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-01 14:46:00,220.4774,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-01 18:36:00,153.0949,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-01 22:23:00,211.504,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-02 02:06:00,151.7772,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1600,0,0.09,0.49,0.02,9.6,3.1,2.1,0.8,11.0,6.5,1.2,3.8,0.86,0.0,6.5,0.01,0.02,1.2,0.14,0.97,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-14 17:29:00,2016-11-02 06:27:00,211.1235,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,470,0,0.09,0.49,0.25,7.1,4.3,7.1,4.4,3.3,2.3,2.1,2.1,2.3,0.06,58.0,0.01,0.02,0.84,0.07,20.0,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.21,0.01,0.14,0.17,0.12,0.12,0.26,0.65,0.1,0.04,6.4,0.58,0.0,4.1,0.0,0.01,0.16,0.04,13,43.01694159187943,0
2016-09-18 22:59:00,2016-11-03 07:29:00,216.625,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,3100,0,0.01,0.45,0.25,15.0,5.1,12.0,4.3,18.0,6.8,1.8,15.0,3.7,0.01,49.0,0.11,0.06,2.1,0.42,18.0,25.64,86.82,722.7,0.62,0.13,0.07,9.63,8.9,6.43,0.87,24.23,16.6,0.65,46.23,0.38,1.73,3.5,4.39,0.64,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04,14,41.07949356682633,0
2016-09-18 22:59:00,2016-11-03 10:45:00,126.7009,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1300,0,0.02,0.45,0.15,3.4,2.2,4.0,0.28,12.0,2.7,0.21,4.4,1.3,0.0,18.0,0.03,0.01,0.7,0.09,4.7,26.1,1.45,513.99,0.59,0.13,0.07,21.07,4.71,24.59,0.87,24.45,55.36,0.68,46.8,0.17,1.51,6.0,1.35,0.7,0.3,0.78,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04,14,41.07949356682633,0
2016-09-18 22:59:00,2016-11-03 15:41:00,159.4531,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,3100,0,0.01,0.45,0.25,15.0,5.1,12.0,4.3,18.0,6.8,1.8,15.0,3.7,0.01,49.0,0.11,0.06,2.1,0.42,18.0,25.64,86.82,722.7,0.62,0.13,0.07,9.63,8.9,6.43,0.87,24.23,16.6,0.65,46.23,0.38,1.73,3.5,4.39,0.64,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04,14,41.07949356682633,0
2016-09-18 22:59:00,2016-11-03 19:07:00,103.2276,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1300,0,0.02,0.45,0.15,3.4,2.2,4.0,0.28,12.0,2.7,0.21,4.4,1.3,0.0,18.0,0.03,0.01,0.7,0.09,4.7,26.1,1.45,513.99,0.59,0.13,0.07,21.07,4.71,24.59,0.87,24.45,55.36,0.68,46.8,0.17,1.51,6.0,1.35,0.7,0.3,0.78,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04,14,41.07949356682633,0
2016-09-18 22:59:00,2016-11-03 21:51:00,84.06813,21.96,1.23,726.27,0.64,0.15,0.08,137.25,8.71,15.37,0.91,20.56,83.93,0.53,39.56,0.39,1.43,6.69,4.05,0.5,0.51,0.54,1300,0,0.02,0.45,0.15,3.4,2.2,4.0,0.28,12.0,2.7,0.21,4.4,1.3,0.0,18.0,0.03,0.01,0.7,0.09,4.7,26.1,1.45,513.99,0.59,0.13,0.07,21.07,4.71,24.59,0.87,24.45,55.36,0.68,46.8,0.17,1.51,6.0,1.35,0.7,0.3,0.78,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04,14,41.07949356682633,0
2016-09-18 22:59:00,2016-11-03 22:23:00,137.084,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,3100,0,0.01,0.45,0.25,15.0,5.1,12.0,4.3,18.0,6.8,1.8,15.0,3.7,0.01,49.0,0.11,0.06,2.1,0.42,18.0,25.64,86.82,722.7,0.62,0.13,0.07,9.63,8.9,6.43,0.87,24.23,16.6,0.65,46.23,0.38,1.73,3.5,4.39,0.64,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04,14,41.07949356682633,0
